Timestamp_ns,Label,Temp,CoreVolt,CacheMiss,CacheRef,PageFault,BranchMiss,FlipCount
1771562644804865875,Idle_Normal,59.072,1.2563,28270,814140,0,81405,0
1771562644904757276,Idle_Normal,59.072,1.2563,28033,803874,1,77884,0
1771562645005436847,Idle_Normal,58.534,1.2563,53684,1319101,49,113654,0
1771562645106187327,Idle_Normal,59.072,1.2563,75235,1811002,115,140425,0
1771562645206796704,Idle_Normal,59.072,1.2563,46994,1223401,48,105571,0
1771562645307407071,Idle_Normal,59.072,1.2563,28393,684103,49,47204,0
1771562645408141352,Idle_Normal,58.534,1.2563,27938,676115,48,45696,0
1771562645508844068,Idle_Normal,58.534,1.2563,27018,646607,48,44160,0
1771562645609601163,Idle_Normal,57.996,1.2563,28610,661646,48,45407,0
1771562645710408365,Idle_Normal,58.534,1.2563,29117,675001,47,47061,0
1771562645811046129,Idle_Normal,59.072,1.2563,39391,945180,49,74690,0
1771562645911689102,Idle_Normal,58.534,1.2563,29611,670643,47,47371,0
1771562646012466147,Idle_Normal,58.534,1.2563,29620,692483,47,48164,0
1771562646113099972,Idle_Normal,58.534,1.2563,52365,1221761,116,74579,0
1771562646213810832,Idle_Normal,57.996,1.2563,27389,657364,48,45396,0
1771562646314516536,Idle_Normal,58.534,1.2563,28203,660119,48,45707,0
1771562646415188019,Idle_Normal,58.534,1.2563,28180,682699,47,47052,0
1771562646515911172,Idle_Normal,59.072,1.2563,28106,675756,48,45593,0
1771562646616568695,Idle_Normal,58.534,1.2563,28361,656436,47,45136,0
1771562646717476703,Idle_Normal,58.534,1.2563,29135,671088,47,46689,0
1771562646818121205,Idle_Normal,59.072,1.2563,34573,804068,48,58107,0
1771562646918735914,Idle_Normal,59.072,1.2563,31346,744589,50,53800,0
1771562647019500635,Idle_Normal,59.072,1.2563,29033,690083,48,48011,0
1771562647120111351,Idle_Normal,59.072,1.2563,51902,1244379,116,75334,0
1771562647220773581,Idle_Normal,57.996,1.2563,27260,646821,47,44105,0
1771562647321577851,Idle_Normal,58.534,1.2563,27976,660001,47,44790,0
1771562647422317898,Idle_Normal,59.072,1.2563,26998,643425,48,43646,0
1771562647522975909,Idle_Normal,58.534,1.2563,27712,676654,47,45652,0
1771562647623670016,Idle_Normal,59.072,1.2563,28955,674124,48,46092,0
1771562647724412459,Idle_Normal,59.072,1.2563,29725,712272,48,49162,0
1771562647825123389,Idle_Normal,59.072,1.2563,32870,731903,48,53127,0
1771562647929082480,Idle_Normal,58.534,1.2563,30556,724446,48,53272,0
1771562648026639007,Idle_Normal,58.534,1.2563,28629,657265,50,45362,0
1771562648127214375,Idle_Normal,59.072,1.2563,51855,1189051,117,72457,0
