Timestamp_ns,Label,Temp,CoreVolt,CacheMiss,CacheRef,PageFault,BranchMiss,FlipCount
1771558543312191778,Idle_Hot_LowVolt,81.13,1.1563,1811,8972330,0,420689,0
1771558543413906754,Idle_Hot_LowVolt,80.592,1.1563,3814,8995636,1,393988,0
1771558543515823242,Idle_Hot_LowVolt,80.592,1.1563,5690,9457229,0,577821,0
1771558543616021592,Idle_Hot_LowVolt,80.054,1.1563,20520,11166882,47,652263,0
1771558543716262807,Idle_Hot_LowVolt,80.592,1.1563,160036,9792175,48,439497,0
1771558543813958690,Idle_Hot_LowVolt,80.592,1.1563,362172,9703495,0,237296,0
1771558543915839604,Idle_Hot_LowVolt,80.592,1.1563,361776,9686792,0,231686,0
1771558544016399676,Idle_Hot_LowVolt,80.592,1.1563,361010,9666724,0,231637,0
1771558544119769459,Idle_Hot_LowVolt,80.592,1.1563,347551,9302217,0,224267,0
1771558544220358545,Idle_Hot_LowVolt,80.592,1.1563,325808,8734541,0,211726,0
1771558544320891067,Idle_Hot_LowVolt,80.592,1.1563,234811,8535804,1,420094,0
1771558544421424162,Idle_Hot_LowVolt,80.592,1.1563,12446,6865731,0,2173475,0
1771558544521816319,Idle_Hot_LowVolt,80.592,1.1563,3555,9075464,0,413013,0
1771558544623622966,Idle_Hot_LowVolt,80.592,1.1563,65736,13282006,0,318456,0
1771558544723678349,Idle_Hot_LowVolt,80.592,1.1563,836148,14475921,0,317552,0
1771558544824275612,Idle_Hot_LowVolt,80.592,1.1563,74365,8882736,0,332259,0
1771558544921789986,Idle_Hot_LowVolt,81.13,1.1563,2836,8963865,0,427725,0
1771558545029890431,Idle_Hot_LowVolt,80.592,1.1563,2555,8967850,0,421370,0
1771558545131503381,Idle_Hot_LowVolt,81.13,1.1563,2946,9336583,0,415549,0
1771558545227994054,Idle_Hot_LowVolt,80.592,1.1563,2381,7833445,0,376879,0
1771558545329190491,Idle_Hot_LowVolt,81.13,1.1563,10224,11125318,0,687659,0
1771558545428155974,Idle_Hot_LowVolt,80.592,1.1563,21521,10824166,48,648116,0
1771558545530064968,Idle_Hot_LowVolt,80.592,1.1563,270623,9220634,0,291340,0
1771558545632102297,Idle_Hot_LowVolt,80.592,1.1563,364596,9777370,47,247888,0
1771558545735641460,Idle_Hot_LowVolt,80.054,1.1563,361649,9690267,0,233213,0
1771558545830320869,Idle_Hot_LowVolt,80.592,1.1563,340116,9107484,0,218575,0
1771558545934129929,Idle_Hot_LowVolt,81.668,1.1563,345236,9251662,0,220945,0
1771558546039569472,Idle_Hot_LowVolt,80.592,1.1563,319407,8545959,47,221978,0
1771558546136418328,Idle_Hot_LowVolt,80.592,1.1563,170169,8743344,0,1284928,0
1771558546236281112,Idle_Hot_LowVolt,81.13,1.1563,4471,7999658,0,1340739,0
1771558546337650939,Idle_Hot_LowVolt,81.13,1.1563,18260,8976910,47,550600,0
1771558546439599677,Idle_Hot_LowVolt,80.592,1.1563,79476,13787113,0,344492,0
1771558546540190748,Idle_Hot_LowVolt,80.592,1.1563,917486,14106326,0,186561,0
1771558546647551402,Idle_Hot_LowVolt,81.13,1.1563,20688,8887812,0,414240,0
1771558546751469738,Idle_Hot_LowVolt,80.592,1.1563,14091,9155903,0,444786,0
1771558546845057266,Idle_Hot_LowVolt,80.592,1.1563,14239,7946859,0,382822,0
1771558546948073877,Idle_Hot_LowVolt,80.592,1.1563,14232,8968189,0,410091,0
