Timestamp_ns,Label,Temp,CoreVolt,CacheMiss,CacheRef,PageFault,BranchMiss,FlipCount
1771550916313587211,Attack_Hot_LowVolt,79.516,1.1563,286208,13328265,3954,235144,0
1771550916323615743,Attack_Hot_LowVolt,79.516,1.1563,495152,19451984,2841,338128,0
1771550916330066083,Attack_Hot_LowVolt,79.516,1.1563,325898,17224075,2670,301543,0
1771550916337661532,Attack_Hot_LowVolt,80.054,1.1563,116803,26217056,942,618793,0
1771550916428224051,Attack_Hot_LowVolt,79.516,1.1563,102776,25585977,352,595759,0
1771550916536557218,Attack_Hot_LowVolt,79.516,1.1563,74132,25127558,16602,379455,0
1771550916634403049,Attack_Hot_LowVolt,79.516,1.1563,25033,17504383,16144,160043,0
1771550916740525113,Attack_Hot_LowVolt,79.516,1.1563,119926,6295362,84,163328,0
1771550916843870395,Attack_Hot_LowVolt,79.516,1.1563,23611,4883812,48,35287,0
1771550916949208133,Attack_Hot_LowVolt,80.054,1.1563,50669,7613772,150,84484,0
1771550917038160384,Attack_Hot_LowVolt,79.516,1.1563,141725,6340003,85,120793,0
1771550917149065954,Attack_Hot_LowVolt,80.054,1.1563,53819,4387019,36,65285,0
1771550917249067729,Attack_Hot_LowVolt,79.516,1.1563,16509,4745205,0,16761,0
1771550917351608578,Attack_Hot_LowVolt,78.978,1.1563,3670,4594615,0,8120,0
1771550917456631676,Attack_Hot_LowVolt,79.516,1.1563,3447,4614110,0,7936,0
1771550917546125542,Attack_Hot_LowVolt,80.054,1.1563,8840,4638580,3,13124,0
1771550917651547600,Attack_Hot_LowVolt,79.516,1.1563,15540,4579805,0,22301,0
1771550917759943838,Attack_Hot_LowVolt,80.054,1.1563,34864,6328510,53,179711,0
1771550917863621305,Attack_Hot_LowVolt,80.054,1.1563,22294,7126998,1,228006,0
1771550917959628167,Attack_Hot_LowVolt,80.054,1.1563,41234,7884114,65,271286,0
1771550918059592284,Attack_Hot_LowVolt,80.054,1.1563,17541,7110615,1,238561,0
1771550918160119267,Attack_Hot_LowVolt,80.054,1.1563,20306,7652407,5,376812,0
1771550918262490528,Attack_Hot_LowVolt,80.592,1.1563,22498,7800566,7,330063,0
1771550918365640960,Attack_Hot_LowVolt,79.516,1.1563,29945,9084659,9,408071,0
1771550918468686390,Attack_Hot_LowVolt,79.516,1.1563,23801,4836668,47,35830,0
1771550918579654146,Attack_Hot_LowVolt,79.516,1.1563,19341,4777065,0,25026,0
1771550918675626995,Attack_Hot_LowVolt,79.516,1.1563,29872,6661546,49,162764,0
1771550918772300420,Attack_Hot_LowVolt,80.054,1.1563,16460,7101753,3,251286,0
1771550918884598337,Attack_Hot_LowVolt,79.516,1.1563,15831,6907406,0,217232,0
1771550918987862415,Attack_Hot_LowVolt,80.054,1.1563,28548,5247904,49,40676,0
1771550919095827290,Attack_Hot_LowVolt,78.978,1.1563,18090,5798251,0,107263,0
1771550919188209757,Attack_Hot_LowVolt,79.516,1.1563,16420,7263694,0,233191,0
1771550919289880804,Attack_Hot_LowVolt,80.054,1.1563,17180,6491490,3,176601,0
1771550919396112600,Attack_Hot_LowVolt,80.054,1.1563,24257,4926899,48,38403,0
1771550919497290259,Attack_Hot_LowVolt,80.054,1.1563,62373,5706366,2,52138,0
1771550919599605788,Attack_Hot_LowVolt,80.054,1.1563,180130,7024412,0,121414,0
1771550919698017551,Attack_Hot_LowVolt,80.054,1.1563,14009,4738494,74,25405,0
1771550919800602665,Attack_Hot_LowVolt,79.516,1.1563,59497,5297725,0,49337,0
1771550919908576290,Attack_Hot_LowVolt,79.516,1.1563,204952,7408242,1,140294,0
1771550920007643524,Attack_Hot_LowVolt,79.516,1.1563,90836,5648659,3,67593,0
1771550920104643612,Attack_Hot_LowVolt,79.516,1.1563,59556,5460773,0,51346,0
1771550920207621015,Attack_Hot_LowVolt,80.054,1.1563,150317,6446101,1,106263,0
1771550920311651184,Attack_Hot_LowVolt,79.516,1.1563,26192,4911450,52,41793,0
1771550920419647567,Attack_Hot_LowVolt,79.516,1.1563,14677,4666120,1,19792,0
1771550920520596785,Attack_Hot_LowVolt,80.054,1.1563,15735,5357369,1,61035,0
1771550920616249992,Attack_Hot_LowVolt,79.516,1.1563,19175,8323866,0,353475,0
1771550920727655348,Attack_Hot_LowVolt,80.054,1.1563,16526,5986159,0,177339,0
1771550920820237448,Attack_Hot_LowVolt,80.054,1.1563,25398,5198738,48,65546,0
1771550920931723429,Attack_Hot_LowVolt,80.054,1.1563,20758,7192207,0,354636,0
1771550921027674136,Attack_Hot_LowVolt,80.592,1.1563,27511,4901945,48,43256,0
1771550921132810192,Attack_Hot_LowVolt,79.516,1.1563,34341,4879233,0,35876,0
1771550921228292354,Attack_Hot_LowVolt,80.054,1.1563,193457,7184398,1,134265,0
1771550921335623627,Attack_Hot_LowVolt,80.054,1.1563,185077,6799816,2,127785,0
1771550921435639088,Attack_Hot_LowVolt,79.516,1.1563,29808,5091293,47,42663,0
1771550921544529691,Attack_Hot_LowVolt,80.054,1.1563,14689,4749099,5,21453,0
1771550921641430556,Attack_Hot_LowVolt,80.054,1.1563,26578,5569789,0,76442,0
1771550921742061750,Attack_Hot_LowVolt,79.516,1.1563,17367,6746796,1,242357,0
1771550921850023911,Attack_Hot_LowVolt,80.054,1.1563,23650,4908387,48,36579,0
1771550921948169469,Attack_Hot_LowVolt,79.516,1.1563,21184,6232068,0,177516,0
1771550922048288628,Attack_Hot_LowVolt,80.054,1.1563,455670,9629669,1,249677,0
